id,text,label,sentiment
9853,nice planner but you shouldn't have to pay to have weekview. i may not purchase now.,1,neutral
7479,it's really confusing! its hadd to make routines and stuff. just over all really confusing. but over great way to track routines. i love the tag idea. mabey you should add a default school tag?,1,neutral
9397,has just bought attics to eden by madina lake its totally amazing,2,positive
1561,ack! i just read about your show thats horrible!!! no accounting for taste.,0,negative
6456,"i know! i can barely believe its almost over! thanks for the review, lovely!",2,positive
1851,i wanna watch that movie again. maybe that dvd will work in my laptop since dawsons creek doesnt,1,neutral
13643,nicole i have the exact same pic except its my hubby my chihuahua tucker very cute.,2,positive
9937,you need to share the hw love! some of us are still rocking 2008s gear.,2,positive
1865,n where can i get some?,1,neutral
8826,i used this calander app for years and found it to be excellent. but recently it started playing full page video ads making accessing information on the fly unreliable. i'm sure the paid version is still great but i cant recommend using this as a free calander app anymore.,0,negative
7480,the layout for the app is awesome. but it would be better if nonroutine task can be added into the timeline with the same activity for routine task.,1,neutral
3997,watching twilight and eating potato salad.,1,neutral
3397,installed the new modem which is meant to run 5 times faster than the old one and its slower what the hell? gah slow internet kills me,0,negative
6410,my car is in the car hospital for the nxt 7 days i gotta go pick up a loaner car b4 6! bein without wheels 4 7day will set me back heavy!,1,neutral
14061,"lol what bothers me is that im messing with my metabolism drinking lots of water pretending its different food, mmmm grapes!",0,negative
9867,only 24hr option? no 12. would be cool if you could color code the circles in the calendar date to that calendar that has an event for that day.,1,neutral
989,omg. its 147 am and kim possible is on disney channel right now. i am glued to the screen,2,positive
4557,"full package for idr 139000, got a 33 discount but still idr 139000",1,neutral
3694,following aisa these guys could be shifty but worth following regardless.,2,positive
2002,"this task app is the only decent option i've found for combining tasks and calendar events into one scrollable widget. tasks can be set to repeat from the date completed, which is essential for things like haircuts and cleaning schedules. unfortunately, neither the app nor the widget which is especially important has many customization options. one option i would like, in particular, is the ability to hide the widget's title bar. obviously color and display options would be nice, too.",1,neutral
2393,j think so.. although think i am being ignored! not a good day,0,negative
1991,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",2,positive
21239,...definitely the first time ive felt alive again in years. super happy,2,positive
26076,twitter stop being a and let me change my background image! imagine a shiny nhl ring in the background,0,negative
21758,im so proud of dr. house for detoxing. his amber hallucination is evil!!,2,positive
8028,the best yet!,2,positive
17160,enjoyed last night at what i call 'real world social networking' lok event in vancouver. it was great!. but headeache today,1,neutral
26037,looking forward to bens baseball game tonight,1,neutral
2405,"i have used wunderlist for about 5 years, but now its being retired. i tested and tried 10 apps since then, and none were that great. i stumbled upon ticktick, and wish i had started using it years ago. ticktick has much greater customization options, and does a great job of incentivizing completion of tasks via feedback. it has made my life much easier. i do wish the widget had options to change how it appears, the to dos do not have breaks between them.",2,positive
25388,my friday feels boring too. no time for fun today and not so much in the mood for it either,0,negative
22186,no labels? sorry i know im really needy.,0,negative
9711,it's actually good but it doesn't have a feature where your task appears on your lockscreen that will remind you everytime you forgot something to do.,1,neutral
894,"thats what doting husbands are for lol!! i hope that once my braces go on, i can eat normally again",2,positive
1165,tedious and annoying to use. went back to using google keep.,0,negative
2903,the no tweeting guilt trip didnt stop you huh? i felt so bad!,0,negative
8310,i would love to come visit you in korea.. next flight that is under 100 i am there!,2,positive
10452,"thats cool. well if you need any more help regarding that, google is your friend. plenty of info on that!",2,positive
11986,big shout out to all my home girls you know who you are,1,neutral
24713,agwl talking to whom? this shah rukh khan is an imposter here... lol! btw thanx for the follow...,1,neutral
10132,"ok, first assesment of the ...it fucking rocks!!!",2,positive
2492,"hernia is hurting way more than usual tonight, no way im able to go out!",0,negative
1087,just touched down in changi. 12 hrs to kill before heading to penang. must fly singapore air more often!,1,neutral
21002,heading to the u of utah hospital. have a great day everyone,2,positive
1370,its like the library equivalent of 'its 5 oclock somewhere.' someone else in on the ref desk somewhere,1,neutral
830,"it really helped dude, i have online school and since there is no teacher to scream at me i delay my work but never seem to do it. but thanks to this app i'm planning everything and i'm slowly getting back in track. recommend to all students out there",2,positive
398,i know i suck. my data plan is weak sauce.,0,negative
24171,"ouch! sunburns bad! hope its not to sore on your bedding, thats always the problem.",0,negative
4303,the motivational messages are annoying. you can only track up to 5 habits in the free version but it is totally not worth paying for more. good riddance. i suppo this kind of app is just not for me.,0,negative
8045,"mandy!!! it wont let me vote i want her to win but i cant help, i am gonna jump off a bridge kidding but this sux",1,neutral
1215,the fact my room is so hot is making me feel sick,0,negative
5825,thats just how babies are their little rhythms are still in sinc with when they were inutero.,1,neutral
346,gonna celebrate mothers day with the family but gonna start the partying tonite,2,positive
6516,i just bought pro on my tablet 15 minutes ago and then installed sectograph on my phone and it says i have to buy pro again. what the heck happened with syncing google accounts,0,negative
9396,has got to look for a job this weekend,1,neutral
2199,"pros this app is very similar to the functionality of wunderlist and adds features i wanted. free version is fully functional except for the limitation of 9 lists cons some of the widget buttons are small and i am not a fan of subscription services for premium features i would pay a onetime fee, even for each upgrade, but i absolutely won't subscribe",2,positive
24777,my cucumber has gone limp,0,negative
3611,"i like the concept... but it don't work. i am able to go on facebook even if the tree is growing! even now, i have a tree growing as i type. i really like the idea... but it don't work on my phone.",1,neutral
3788,can you add more than 2 hours?,1,neutral
12782,had one of the female servers tell her looks big in those pants. she will worry all night long lol,0,negative
2331,my fingers hurt,0,negative
3612,i enrolled myself in beta version and gained almost 1000 coins. but after sometime the app stopped working properly! the start button won't work or the estimated time was almost 3 times. the i left the beta version and reinstalled the application. it's working fine now but i lost all the coin count and now i am back to square one! i was so upset! i love this application though! but please fix these bugs guys!,1,neutral
8026,love it. cant wait for it to do even more.,2,positive
16812,"peeps still here. fun times. gotta sleep tho. work in the a.m. some cool, hot chicks here. but none as cool as . missing her",1,neutral
1231,on my way to dazzle bar!!,1,neutral
24049,sensation ocean of white portugal absolutely amazing adoreiii!,2,positive
4937,sun where are you?,1,neutral
9542,app has stopped opening,0,negative
22133,o awesome! my family owns it...the flowers.. and we love having your kids there! they seem to have lots of fun!!,2,positive
22790,"oh, sorry to hear about this too sad",0,negative
5810,lol wat u making me come all da way overr there for?v,1,neutral
21081,kbal24 i am sorry that you are feeling that way.,0,negative
4835,i love this app! very easy to use and it phelps me to keep track of my progress. a,2,positive
22920,dude you are awesome,2,positive
15949,"thanks, i found the link , however i think you need to be a customer to download it",2,positive
2887,"cool concept, but i don't have the attention span for it.",1,neutral
18893,kelly bummed about the maxi dresses! i think theyre so cute for summer but im only 54'!,2,positive
20797,about to start getting ready for work. took lexi out to the park earlier! wish i could lay around all day.,1,neutral
6881,why isn't this also an android wear watchface?,1,neutral
8112,"impossible to delete list, or sub lists tabs!!! regret v2.0 upgrade!!",0,negative
10962,ive missed one this year!. its the forbidden fruit. of all the trees in the garden i munch in disappointment on that one.,0,negative
1513,desktop version is better,2,positive
21030,"nothing, stayed home",1,neutral
3808,laying on my bed. one spot smells like vanilla. awesome,2,positive
673,lol that was a great movie,2,positive
2135,work on notifications... its the best though am happy,1,neutral
9754,"no matter what i do, even setting 'no notifications' when creating event or task they continually pop up. not happy with this feature.",1,neutral
21701,bayliss naww... when should we go on mega scotter?,1,neutral
8060,"at the beginning was good but i wait two months later and the app keep putting back as not done reminders that i mark as done already and the other task that have date and mark as priority don't even showed me, if you can fix that ill stay with the app otherwise i will keep looking... sadly the only remid app that work good was the apple one but i don't have iphone anymore so? came on please make this one work",0,negative
422,"app looks great. ui is wonderful and the feature it have , they all are useful. only problem because of which i uninstalled the app was simple and basic features like recurring task creations are made premium. switching to tick tick for the same reason.",1,neutral
4095,es muy til para mantener las aplicaciones del celular cerradas mientras trabajas.,2,positive
4808,great app for tracking habits with tons of options! only thing i can't seem to do is set a habit with a start date in the future. is there a way to do this that i am missing? i'm a planner and like to set things up ahead of time. otherwise it's fabulous!,2,positive
2766,i love you,2,positive
2278,i know! i love nicholas braun i think hell make an okay cameron but i dont wanna see it either,2,positive
3633,"its a cool app but im afraid it doesnt all too well on my huawei p9 leica, it doesnt kill the plant when i switch apps, rendering the whole experience pointless, i followed all the setup instructions and forums but it still didnt work",1,neutral
12594,good luck!! oh and i are playing inthe mixed knockout this week. playing the pros 14yr old son playing off 5 top woman off 6,2,positive
19634,"good lord, man. i recommend the dark stormy at casablanca.",2,positive
4106,"not so awesome now, huh? lol",1,neutral
10904,now im fully awake,1,neutral
20996,"radioactive never gets old and never will this is the 4th time i have listened to the cd its on repeat today, and still love it! d",2,positive
9389,"really nice overview, like the colors and how adjustable it is. won't consider any other calendar app",2,positive
19527,oh. now it doesnt need updating all of a sudden. ok. will get dressed anyway,1,neutral
720,all of a sudden im craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,0,negative
10214,nooooooooooooooo! well the 4g will prob be out in june but that doesnt help u now,0,negative
8459,"will there ever be an update with an easier way to sync with other devices? i have spent so much time trying out todo apps with reminders and this is probably the best one ever, but i would really want to be able to manage it all across more than one device, such as with an autimatic periodic upload or onetouch sync button like in colornote. thanks",2,positive
1060,"omnomnom just came online to 69 unread emails, as well as my backlog from yesterday",1,neutral
5124,ooh but you soon get to meet the dung mice!!,1,neutral
8626,"its perfect,i really recommend downloading it,it has the priority of your works,calendar,etc...thank you so much!it is so useful",2,positive
10534,yankees won mets lost. its a good day.,2,positive
6607,well that is just completely lame. im sorry dude.,0,negative
133,why are you sad?,0,negative
26194,sometimes knowledge is not a good thing.,0,negative
24441,"we drank ours away, may day bank holiday today",1,neutral
9559,wants to go home.,1,neutral
17053,keep dreamin!!!! though.... if she does.... hook me up lol,1,neutral
23830,i looked all cute too!,2,positive
1489,really helped me to level up my organizing and productivity! i wouldn't need all the premium features really tho.,2,positive
19398,"haha! just overheard on the us. 3 yrold to mom 'mom, i think i should learn to read today'",1,neutral
25807,morning david have a safe journey and enjoy your time in the states,2,positive
21723,i got peanut butter in my beard it felt weird after... and axe body wash burnt my eyes... but now theyre okay.,0,negative
10062,two day hangover,1,neutral
8967,"works great, but when i start creating events and switch to a different app and go back to business calendar, they disappear. also, very limited, unsearchable collection of emojis. no statistics on events, too. would also love to see goal tracking. needs prioritizements of tasks. also, no option to find a time for an event.",1,neutral
16869,"he switches off his cellphone!! huaaaaa, i cant sleep buzz me bebe..",0,negative
14469,"ive got sunburnt knees... its funny now, but i bet theyll sting later had a fab day though x",1,neutral
20258,sweethearts im following you but you arent on my dm list can you try to dm me?,1,neutral
22904,long todo list. little desire to do it all.,0,negative
8466,"sociology is done, english and biology left... im going to die",0,negative
5761,forcing to open microsoft account even when we are providing mobile number or another email account i don't understand if it is very good app and useful then i will open account,0,negative
8737,learn to fly higher...!,2,positive
4120,i was going to hiddenfile it and youre thinking about youtube? so nott! lol. hey put the phone down and more swimming,1,neutral
23367,hahahaha. nahh sowwieee. i had to git a shirt to match dez sneakerz nd idk if they da same color. aghhh o lol,1,neutral
8696,i love this for lists. currently i am using it to keep track if my school work while over this school break!,2,positive
10448,"4 very big ???zongzi for lunch, ate more, but not work more.work less but eat more, what can i do wh it? too useless become.",0,negative
12348,"glorious day in glasgow for a change, and im working too much to do to even contemplate knocking off early...",1,neutral
12484,7pm? so early. dats 4pm my time.,1,neutral
6615,useful for organizing the activities of the day but don't have setting on sound to notify the time of activity,0,negative
9672,"i loved this app when i tried the free version, the side tabs and all. it felt like a planner. then i open it up and it must've updated because the looks changed, no side tabs. so i paid for the pro version to get more out of it. nothing has changes, i go to landscape view and it won't scroll. it's glitch to. i have paid the 4.99 and it keeps telling me to upgrade. i've already paid!!! i emailed you guys and still haven't heard any support a week later. so my advice to you all, keep your 5.",0,negative
1838,"the program is very good on my old phonegalaxy note 4, but notifications don't work on the new oneredmi note 8 pro. i hope you will fix them. thanks",0,negative
379,30439 i really wish i could go!,2,positive
14783,im still in my my pjs but i haveto get dressed cuz im going to see dancing on ice live,1,neutral
5252,"every time i pay off my library fine, i get a new one. im a bad patron",0,negative
860,excellent product!! i think this is the third time i am editing my review for this app. that's mainly because the app popped up the review request while i was planning my tasks. i should feel like i was interrupted right? no i wasn't. this app is helping me for several years i even forgot when i started using it. and i just can't stress enough how much i like it. fantastic work guys!,2,positive
7332,"it is a good idea, but it's not really easy to use.. in fact it's quite complicated i bought premium because they advertised i could set schedules per day, and i can, but not how i had hoped. i recommend to make it simpler by allowing the user to toggle days per schedule in the routine editor, and additionally make any small changes in each individual day.",0,negative
9725,"i downloaded this app on my tablet long time ago full version and recently also downloaded it on my phone as i don't bring my tablet with me all the time. i only use the task function, because my calendar events do not sync properly i haven't fpnd the sync button on my phone... and another not so funny thing for me i am using the same account for both devices, but i can't use the full version on my phone i get a message that i need to buy it ???... that's why i need to use my tablet with the full version on it if i want to add something.",1,neutral
8217,complicated,0,negative
1328,that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,1,neutral
2091,the app and widet are very ood. will change to 5 start when i can be able to add task using google assistant.,1,neutral
25951,wish u was in the d!,2,positive
2433,random night of fun now im chillin at home.. happy mothers day!,2,positive
25839,have a headache im going to bed. goodnight!,0,negative
5282,u ever have a friend that u just wonder why are we friends? i know what you get from me but im questioning what im getting from u.,1,neutral
908,"thanks alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",1,neutral
1676,it wasnt loading.,1,neutral
7473,chilling out....now the boys have gone time to relax,2,positive
16837,haha so bored...but happy mothers day!,1,neutral
14486,i only have 2 more seasons of xfiles to watch,1,neutral
5689,oh my... now im offended. ha,0,negative
10273,nooooooo my dvr just died and i was only half way through the ea presser. hate you time warner,0,negative
8578,"love it. exactly what i was looking for. nice looking, very functional, and it can go on my homescreen with check boxes. 1010",2,positive
21,can't use it without registering with your email address. immediate uninstall.,0,negative
10968,"need to get an intel based mac 1st but this impacts on dual core vs quad choice, latter probably better for virtualization",2,positive
24379,about to cycle within this quarry on shipley glen near baildon moor before heading back through the woods,1,neutral
4064,what?? cant believe it,0,negative
15030,"woke up at 5am. cleaned camera gear from last nights wedding. should really go back to sleep, but kids awake.",1,neutral
16413,cant paint anymore because of the light,1,neutral
1515,i run multiple businesses and so far this has helped me organize my days tremendously. a lot of initial decisions had to be made about where i want things and that took a while but now i'm really glad i took the time to do it because it's all coming together and actually relieving some stress. hopefully i can come back and add the 5th star after i've had more time using it!,2,positive
10473,math review. im going to fail the exam.,0,negative
1770,omgoodness finally back from dinner with the fam bam!,2,positive
1748,want upgraded version even to set the duration . pathetic app.,0,negative
2626,nice weather..looks like its going to rain here in delhi.,2,positive
3910,where do you get all those wonderful toys?,2,positive
9550,"and if you want to leaveeeee i can guranteee, you wont find nobody, else like meeee",0,negative
14784,my last full day of even day classes. im a little sad,0,negative
2118,theyre gone.,0,negative
5345,ashley tisdale love the shades girl,1,neutral
25944,crisis deathmatch? i dont have that game. plus.... im not really good at any games lol,0,negative
21761,wants to wish all the moms a happy mothers day. hope youre all treated like queens!,2,positive
3690,"app friezes when changing plant offline,fix needed",1,neutral
20916,i cant upload a picture. everythings too big,0,negative
2240,"great, premium allows for more alarms and reminders . but i don't have premium so that sucks.",2,positive
13160,tryin to figure out how to direct message and is gettin frustrated,0,negative
432,"i paid for the premium version and had expected it to work. unfortunately, i've been missing quite a few reminders because somehow they stopped working. the notifications didn't show at all. if this problem persists, i want to cancel my monthly subscription.",1,neutral
6395,this is great! i just found out that its star wars day. 'may the 4th' be with you! have you hugged your ewok today?,2,positive
20794,thanks to for becoming a follower,2,positive
13983,gut,1,neutral
13810,"wow, i see a mr.b obsession in you!!",2,positive
2124,pomo timer is still glitchy.,1,neutral
6182,love this app can guys add this features please 1. task priority tag red for important 2. more notifications options sometimes a single clicking sound is not enough wish you add alarm settings thanks,2,positive
19497,very pretty janette i have that exact same hey monday band! and its on the same arm o,2,positive
9876,well hopefully ill see you both at the conference,2,positive
9525,"what a dreary, rainy, crappy day.",0,negative
9072,all is fine thanks! you guys dont have any quakes there?,2,positive
7900,"'bad words are a crutch, they lead to tattoos and peircings!' hahahaha!",1,neutral
7341,found six great vegan places to eat and relax at four of which i cant get to without a car,1,neutral
1082,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work? kay3,0,negative
1983,cut my thumb with the saw in small metals again...,0,negative
6961,"do you have plans to support office 365 and outlook calendars directly. currently, i am syncing my calendars to google but it's not a pleasant experience as the sync keeps failing on one or other calendar. due to this reason, i am stopping sectograph and moving to outlook widget for those who are on google calendar, it's an excellent app and the developer support is awesome. i'm rating 4 only for the dependency on google calendar.",2,positive
8562,love it! lets you make multiple lists and lets you move items up and down to prioritize. most useful out of several todo list apps i've tried.,2,positive
6494,"great concept but executed poorly. i added 2 events between 6.30am and 9.30 but when i tried adding one for 10.30am it would let me, saying it overlapped with another event which it did not. i even checked my calendar and nothing was there for that time. it's now 11.42am, i tried adding an event for 3.30pm and it said its saved but hasn't showed on the clock or anything so it's pretty useless at this point.",0,negative
8211,"battery is low boooooooo in palm springs, ca",0,negative
2492,i lurveeeeee you,2,positive
19854,"bloody feds, they lost last statement and r hounding me for another one. i dodged them one last week",0,negative
14558,i woke him up in the end. got bored.,0,negative
2705,it keeps bugging out whenever i try to do anything. it wont stop doing ghe tutorial and wont ket me delete tast and stuff.,0,negative
9049,i give it 2 snaps down hows work going?,1,neutral
2957,"i couldn't change the language of this software, i tried it again and again, but the language didn't change.",2,positive
10353,"im a bit late, but the new twitterific interface for the iphone is very cool, oh and richie and lauren on their engagement",2,positive
2414,just realized you can get arrested for public disturbance. oh well ill take my chances.,1,neutral
1871,...nomore adventure time,0,negative
26033,gonna get a tan. i am so white,0,negative
10261,no watching the night at the museum. getting really good,2,positive
9535,i dont feel so good after eating all that food ugh.,0,negative
4131,very nice app,2,positive
5275,long night ahead.,0,negative
18191,just had steamed fish w oyster sauce,1,neutral
10959,apparently were not as good as the brazillians tho,0,negative
7144,has plopped twice! twice!,0,negative
17306,thanx sis ill b sure to let them know how many people r praying wthem...,2,positive
11897,this porridge tastes ! i cba with today man.,0,negative
24010,it was t4 i think hannah,1,neutral
14920,"hi mel, if you feel unhappy just take a bit of fries but dont overdo. if can help it dont",0,negative
17210,"nine oclock on a sunday morning outside, sat around the table enjoying the early rays of sun, reading twitter article in sunday times",2,positive
20386,happy mothers day everyone! still playing pet society!,2,positive
15590,and i fell asleep 10 minutes into the saget roast.,1,neutral
14981,"i looove guitars, and playing them. i think they sound magnificent. if only i was better... if only",2,positive
10184,annoying new trend on the internets people picking apart michael lewis and malcolm gladwell. nobody wants to read that.,0,negative
9915,great app. i would rate it a 5 but there's an error where my completed tasks becomes unchecked constantly causing it to keep on becoming an unfinished task and it's annoying.,2,positive
13610,follow her shes lonelyyyy,1,neutral
19793,in class sick and hungry,0,negative
14412,cullen oh really!!! ive already put all the pics up!! sorry!!,0,negative
9064,"nuuuuu, i totally love may, its the best for me cos i was born in may",2,positive
8023,had a great night with friends,2,positive
8686,"up and around a little earlier than i wanted to be phone rang 530 am. exercise is a good way to start the day, right?",2,positive
16426,listening to am teddy picker she saw it and she grabbed it and it wasnt what it seemed,0,negative
2540,"sorry, that was a bit negative!",0,negative
7816,"exactly what i was looking for, a way to set up and visualize my weekly routine",2,positive
2159,"lately, doesn't sync between web app and android reminders well. still a nice app, but that is an inconvenience.",1,neutral
7514,"hahaha, yes, our discussions always seem to jump around randomly",1,neutral
2043,i work for disney...not all its cracked up ta be.,0,negative
5554,helpful.. helped me to stay on top of things. as a mom with school. this app makes stay on top,2,positive
15280,i am trying to figure out how to use twitter,2,positive
11264,"in france it was last friday and also the coming one, we are working",1,neutral
2651,"you dont even care about there, their, and theyre.",1,neutral
6533,should have an option to add reminders. it only displays events,0,negative
12376,i never thought falling in love can cause so much pain... good thing that im so over that phase!,1,neutral
1794,just snuck out my window.. now im laying on my roof looking at the stars. its a nice night out tonight.,2,positive
11626,good! luck you! i want new shoes ly x,2,positive
2800,"decent app. works like intended but does have bugs for the extra game part of it. constantly have to close and reopen the app because the loading bar never really loads, or white screens. another thing is i dont think we should be paying 3 gems to change our class. i accidently chose a class when i upgraded enough, and i thought i was fine as the bottom said you can change a class later, except it didnt say we needed 3 gems to do it. i dont usually get that many gems unless i buy them.",1,neutral
1568,"kaufer you cant argue wthem, as they actually have zero things to complain about so they make stuff up",2,positive
22036,french isnt meant to be taught to asians,1,neutral
8052,"dear developers, thank you for deleting all my reminders after updating the app! it was not pleasant at all, believe me!",0,negative
10986,bran!! watch my video!!!!! please dont make me go stalker status 2nite,1,neutral
4712,great habit tracking app and you get plenty without premium. i like the premium widgets quite a bit and the extra habits. would be better if it had the option to flag a habit as skipped rather than fail without breaking the chain for when you can't do it. e.g. in bed early when you have to stay back late at work.,2,positive
14579,"jesus...im being slammed via dms from the papaya lobbyists. ok. holy mangosteen, durian or papaya...or cybersecurity on a stick.",0,negative
2155,love this app! keeps me organized and productive. only thing i'm bummed about is i can override the locking feature. even sent an email about it.,1,neutral
9674,the reason why i cant find the latest arena magazine is because it has folded due to the recession. grrrrr. gqfhm survive? no justice.,0,negative
24186,"heehee, how did you know who i was talking about?",1,neutral
